"TIMESTAMP","RECORD","station","farm","field","latitude","longitude","altitude","battery_voltage_Min","PTemp_Avg","counts_1_Tot","counts_2_Tot","solar_flux_density_Avg","lightning_strike_count_Tot","precipitation_Tot","strike_distance_Min","wind_speed_Avg","wind_direction_Avg","wind_speed_gust_Max","air_temperature_Avg","vapor_pressure_Avg","barometric_pressure_Avg","relative_humidity_Avg","humidity_sensor_temperature_Avg","tilt_north_south_Avg","tilt_west_east_Avg","NDVI_Avg"
"2021-10-09 05:00:00",65,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.6,22.35,771,787,0,0,0,0,4.795,211,8.48,23.35,16.7,973,58.1,23.18,0.25,-0.075,"NAN"
"2021-10-09 06:00:00",66,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.6,21.25,696,801,0,0,0,0,3.495,196.4,6.5,22.35,16.67,973,61.7,22.2,0.2,-0.1,"NAN"
"2021-10-09 07:00:00",67,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.59,20.19,735,757,0,0,0,0,2.597,197.6,5.17,22,16.42,974,62.13,21.5,0.225,-0.175,"NAN"
"2021-10-09 08:00:00",68,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.59,19.72,770,775,13.5,0,0,0,2.077,193.2,4.58,21.7,16.35,974,63.15,21.33,0.175,-0.125,"NAN"
"2021-10-09 09:00:00",69,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.85,23,718,785,130,0,0,0,2.78,194.3,6.72,22.65,17.08,974,62.13,23.4,0.175,-0.175,"NAN"
"2021-10-09 10:00:00",70,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.97,27.5,710,805,270.5,0,0,0,4.65,212.6,8.79,24.4,17.2,973,56.35,26.35,0.075,-0.15,"NAN"
"2021-10-09 11:00:00",71,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.11,33.07,728,822,477.8,0,0,0,5.943,213.8,9.87,26.15,17.3,958,51.4,28.98,0.15,-0.375,"NAN"
"2021-10-09 12:00:00",72,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.98,37.28,724,782,595,0,0,0,6.035,219.2,10.26,28.15,17.05,973,44.7,30.93,0.4,0.125,"NAN"
"2021-10-09 13:00:00",73,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.1,40.41,699,793,673.8,0,0,0,7.048,206.2,10.95,29.93,17.13,972,40.45,32.55,0.1,-0.225,"NAN"
"2021-10-09 14:00:00",74,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.96,42.78,732,833,712.3,0,0,0,7.365,200.9,12.78,31.35,17.3,971,37.95,33.5,0.85,-0.25,"NAN"
"2021-10-09 15:00:00",75,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.03,44.54,787,787,637.5,0,0,0,7.508,197,13.63,32.72,16.98,970,34.4,34.6,0.25,0.05,"NAN"
"2021-10-09 16:00:00",76,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.91,44.09,768,786,598.8,0,0,0,8.43,194.1,14.63,33.4,16.55,969,32.18,35.07,0.175,-0.25,"NAN"
"2021-10-09 17:00:00",77,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.85,41.16,802,772,440.3,0,0,0,8.51,199.6,14.03,33.63,15,968,28.93,35.13,0.05,0.125,"NAN"
"2021-10-09 18:00:00",78,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.74,37.92,759,832,247.8,0,0,0,8.08,198.4,12.77,32.7,14.6,968,29.58,34.03,0.5,1.425,"NAN"
"2021-10-09 19:00:00",79,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.78,33.52,814,773,74.5,0,0,0,5.235,190.3,9.35,30.68,15.18,968,34.47,31.5,0.175,-0.225,"NAN"
"2021-10-09 20:00:00",80,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.73,28.89,838,823,0.75,0,0,0,5.31,184.3,10.79,28.35,15.4,968,39.9,28.3,0.075,-0.275,"NAN"
"2021-10-09 21:00:00",81,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.7,27.06,850,843,0,0,0,0,5.7,187.8,10.27,27.53,15.23,969,41.5,27.28,0.3,-0.325,"NAN"
"2021-10-09 22:00:00",82,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.67,25.72,829,782,0,0,0,0,5.47,186.2,9.97,26.13,15.05,969,44.45,25.98,0.175,-0.375,"NAN"
"2021-10-09 23:00:00",83,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.65,25.03,773,795,0,0,0,0,7.075,190.9,11.66,26.1,15.55,969,46.13,25.72,-0.175,-0.425,"NAN"
"2021-10-10 00:00:00",84,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.63,24.5,807,754,0,0,0,0,7.128,189.2,11.74,25.28,15.37,969,47.83,25.1,0.075,0.075,"NAN"
"2021-10-10 01:00:00",85,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.62,23.68,758,757,0,0,0,0,7.218,192.7,11.36,24.45,15.4,969,50.23,24.28,0.075,0.025,"NAN"
"2021-10-10 02:00:00",86,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.61,23,831,811,0,0,0,0,7.195,195.2,12.15,23.95,15.95,968,53.68,23.68,-0.25,0.175,"NAN"
"2021-10-10 03:00:00",87,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.6,22.57,783,803,0,0,0,0,7.138,194.6,12.85,23.63,16.4,968,56.28,23.38,0.075,-0.25,"NAN"
"2021-10-10 04:00:00",88,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.6,21.77,802,787,0,0,0,0,4.703,182.8,9.64,22.88,16.63,968,59.63,22.68,0.225,-0.175,"NAN"
"2021-10-10 05:00:00",89,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.59,20.39,808,851,0,0,0,0,2.205,166.4,7.2,21.9,16.85,968,63.9,21.58,0.1,-0.175,"NAN"
"2021-10-10 06:00:00",90,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.58,19.39,781,830,0,0,0,0,2.475,149.5,5.4,20.85,17.4,968,70.85,20.68,0.175,-0.15,"NAN"
"2021-10-10 07:00:00",91,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.57,18.75,745,797,0,0,0,0,3.25,170.1,5.81,20.35,18.13,968,75.93,20.03,0.175,-0.275,"NAN"
"2021-10-10 08:00:00",92,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.54,18.73,714,802,11.25,0,0,0,4.208,179.7,7.28,20.25,18.67,968,78.8,19.97,0.125,-0.175,"NAN"
"2021-10-10 09:00:00",93,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.67,21.54,758,801,121.8,0,0,0,4.433,183.9,7.76,21.05,19.73,968,79.25,22.2,0.125,-0.25,"NAN"
"2021-10-10 10:00:00",94,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.89,26,798,805,293.5,0,0,0,6.68,197.5,11.84,22.78,20.35,968,73.57,25,-0.025,0.575,"NAN"
"2021-10-10 11:00:00",95,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.15,30.58,756,754,464.3,0,0,0,7.733,199.4,12.2,24.05,20.35,967,68.15,26.88,-0.1,-0.125,"NAN"
"2021-10-10 12:00:00",96,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.97,35.12,738,776,633.8,0,0,0,6.842,196.5,11.86,26.03,20.83,967,61.83,29.03,0.425,0.5,"NAN"
"2021-10-10 13:00:00",97,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.16,38.83,731,755,672.5,0,0,0,6.585,197.3,11,27.75,20.95,966,56.32,30.58,0.325,-0.125,"NAN"
"2021-10-10 14:00:00",98,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.14,41.14,815,799,700.3,0,0,0,6.603,192.2,12.23,29.1,20.97,965,52.25,31.47,0.2,-0.2,"NAN"
"2021-10-10 15:00:00",99,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.07,39.23,721,812,347.3,0,0,0,6.078,187.2,11.2,28.9,21.15,955,53.38,30.78,0.2,-0.35,"NAN"
"2021-10-10 16:00:00",100,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.09,35.97,792,760,344.5,0,0,0,5.53,187.6,9.05,29.3,21.5,964,52.73,30.28,0.35,-0.25,"NAN"
"2021-10-10 17:00:00",101,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.99,34.06,765,824,167.3,0,0,0,5.065,182.3,9.48,29.2,21.43,964,52.85,30.15,0.375,-0.125,"NAN"
"2021-10-10 18:00:00",102,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.77,31.3,789,824,124.8,0,0,0,4.75,168.5,8.7,29,21.85,963,54.7,29.43,0.15,-0.375,"NAN"
"2021-10-10 19:00:00",103,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.79,29.03,798,824,5.5,130,0,0,4.938,138.7,10.27,27.7,22.33,943,60.08,27.88,0.025,-0.175,"NAN"
"2021-10-10 20:00:00",104,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.74,22.85,984,850,0,835,25.65,1,9.14,209.7,25.61,19.38,20.22,951,91,20.83,0.825,-0.525,"NAN"
"2021-10-10 21:00:00",105,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.7,17.68,808,660,0,42,4.539,0,5.155,91.7,10.91,15.98,18.17,964,100,16.13,0.075,-0.2,"NAN"
"2021-10-10 22:00:00",106,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.66,16.32,772,710,0,0,0,0,5.033,266.9,11.18,15.55,17.6,962,99.9,15.55,0.125,-0.025,"NAN"
"2021-10-10 23:00:00",107,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.61,15.39,795,711,0,0,0,0,5.44,355.7,10.8,15.15,17.05,962,98.9,14.88,-0.2,-0.175,"NAN"
"2021-10-11 00:00:00",108,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.55,14.72,709,692,0,13,1.258,0,4.613,347.3,10.16,14.55,16.45,965,99.3,14.45,-0.175,0.2,"NAN"
"2021-10-11 01:00:00",109,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.6,13.68,736,704,0,0,0,0,3.91,327.8,9.34,14.53,16.05,963,96.9,13.9,0.35,-0.175,"NAN"
"2021-10-11 02:00:00",110,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.58,14.05,682,697,0,0,0.034,0,6.345,295,10.85,15.3,16.92,964,97.5,14.75,0.125,-0.825,"NAN"
"2021-10-11 03:00:00",111,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.54,14.38,659,721,0,0,0,0,5.773,317,14.34,15.13,17,965,99.1,14.83,0.35,0.025,"NAN"
"2021-10-11 04:00:00",112,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.54,14.14,697,696,0,0,0,0,2.683,326.5,7.76,15,16.78,966,98.5,14.6,0.125,-0.175,"NAN"
"2021-10-11 05:00:00",113,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.56,14.05,701,715,0,0,0,0,4.303,296,9.07,15.08,16.88,968,98.5,14.68,0.075,-0.175,"NAN"
"2021-10-11 06:00:00",114,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.56,13.67,626,714,0,0,0,0,3.508,289.3,7.81,14.8,16.65,969,98.9,14.48,0.125,-0.225,"NAN"
"2021-10-11 07:00:00",115,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.55,12.35,705,725,0,0,0,0,2.278,273,4.58,14,15.73,970,98.4,13.63,0.1,-0.125,"NAN"
"2021-10-11 08:00:00",116,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.55,11.56,674,680,11,0,0,0,2.655,275.5,6.21,13.53,15.18,970,98,13.08,0.075,-0.175,"NAN"
"2021-10-11 09:00:00",117,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.72,14.35,703,706,133.8,0,0,0,2.405,285.8,4.49,14.13,16.1,971,100,15.2,0.1,-0.225,"NAN"
"2021-10-11 10:00:00",118,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.8,21.72,666,693,315.5,0,0,0,2.78,295.5,5.3,15.95,18.08,971,100,18.4,0.15,-0.225,"NAN"
"2021-10-11 11:00:00",119,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.01,29.81,645,680,484.3,0,0,0,3.258,313.1,6.23,17.83,20.45,972,100,20.7,0.15,-0.175,"NAN"
"2021-10-11 12:00:00",120,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,12.92,34.55,643,671,646,0,0,0,2.522,322.2,6.51,19.8,23.15,972,100,22.8,0.15,-0.225,"NAN"
"2021-10-11 13:00:00",121,"OK004","Arnall","Arnall North",35.01929,-97.54777,350,13.07,39.03,596,688,692.3,0,0,0,1.838,331.9,4.31,21.93,26.15,972,100,25,0.175,-0.2,"NAN"
